Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (IPRODIONE = 109801)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)",0.471,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)",0.115,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)",0.297,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)",0.044,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)",2.392,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)",0.112,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)",0.178,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)",0.658,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)",0.096,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)",(NA),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)",3.712,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)",0.037,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)",0.826,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)",0.108,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)",0.234,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (AMMONIUM PELARGONATE = 31802)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)",0.091,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)",0.467,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)",1.382,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)",0.019,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)",0.294,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)",0.124,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)",0.037,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)",0.499,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)",0.107,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)",(NA),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)",(NA),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)",(NA),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUB AIZAWAI GC-91 = 6426)",(NA),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)",(NA),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)",0.061,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)",(NA),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)",0.179,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)",0.293,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)",0.086,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUBENDIAMIDE = 27602)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)",0.182,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HELICOVERPA ZEA NPV = 107300)",(NA),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)",0.188,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)",0.477,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)",1.957,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)",0.173,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)",0.9,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)",0.987,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)",5.86,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)",0.078,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)",0.044,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)",0.07,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)",0.09,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)",0.25,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)",0.062,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14940 = 46010)",(NA),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14941 = 36010)",(NA),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)",251.559,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)",104.337,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)",0.114,NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (GLIOCLADIUM VIRENS = 129000)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (METHYL BROMIDE = 53201)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PAECILOMYCES FUMOSOR = 115002)",(D),NA
SURVEY,2016,YEAR,NA,STATE,CALIFORNIA,06,NA,NA,NA,NA,NA,NA,00000000,NA,STRAWBERRIES,"STRAWBERRIES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)",(D),NA
